D_pass,D_rush,D_pts,O_pass,O_rush,O_pts,BD_pass,BD_rush,BD_pts,BO_pass,BO_rush,BO_pts,outcome
126.2,91.2,10.5,248.3,282.1,49.4,193.8,134.9,23.0,306.1,130.4,31.5,1
126.2,91.2,10.5,248.3,282.1,49.4,210.0,184.7,27.8,222.8,205.0,28.4,1
126.2,91.2,10.5,248.3,282.1,49.4,215.9,103.5,23.3,229.1,126.2,22.3,1
126.2,91.2,10.5,248.3,282.1,49.4,203.5,148.1,24.8,122.6,162.1,15.2,1
126.2,91.2,10.5,248.3,282.1,49.4,169.9,98.5,14.4,191.3,250.4,35.5,1
126.2,91.2,10.5,248.3,282.1,49.4,264.8,186.1,36.1,176.0,169.9,26.1,1
126.2,91.2,10.5,248.3,282.1,49.4,246.3,196.5,37.5,133.9,129.2,13.9,1
126.2,91.2,10.5,248.3,282.1,49.4,235.5,89.8,14.8,242.1,166.4,35.0,1
128.5,109.7,10.7,282.5,260.5,45.9,201.0,214.9,30.6,142.5,157.3,17.5,1
128.5,109.7,10.7,282.5,260.5,45.9,192.3,129.2,20.2,260.7,159.0,32.1,1
128.5,109.7,10.7,282.5,260.5,45.9,248.1,206.2,30.7,238.7,151.6,27.3,1
128.5,109.7,10.7,282.5,260.5,45.9,239.5,150.5,25.9,270.9,184.4,30.4,1
128.5,109.7,10.7,282.5,260.5,45.9,273.8,159.4,27.5,277.5,139.6,30.2,1
128.5,109.7,10.7,282.5,260.5,45.9,256.3,183.2,32.8,238.8,214.5,34.5,1
128.5,109.7,10.7,282.5,260.5,45.9,297.5,190.7,32.8,188.9,268.2,31.4,1
128.5,109.7,10.7,282.5,260.5,45.9,238.7,140.1,29.1,235.6,152.9,23.2,1
128.5,109.7,10.7,282.5,260.5,45.9,245.9,161.0,28.4,286.5,177.9,33.0,1
187.9,55.9,10.9,245.7,215.3,34.7,206.6,189.0,25.5,280.8,159.9,30.3,1
187.9,55.9,10.9,245.7,215.3,34.7,248.9,166.3,27.8,335.9,126.3,33.2,0
187.9,55.9,10.9,245.7,215.3,34.7,290.6,176.5,31.5,456.7,76.3,41.5,1
187.9,55.9,10.9,245.7,215.3,34.7,285.5,167.5,33.3,256.2,158.5,33.1,1
187.9,55.9,10.9,245.7,215.3,34.7,273.9,113.4,23.9,266.9,116.5,25.3,1
187.9,55.9,10.9,245.7,215.3,34.7,217.5,139.5,21.1,245.2,155.1,31.5,1
187.9,55.9,10.9,245.7,215.3,34.7,318.1,142.2,35.4,247.5,158.5,27.5,1
187.9,55.9,10.9,245.7,215.3,34.7,306.7,176.8,36.8,269.5,175.7,28.1,1
161.1,105.9,16.2,247.5,155.1,33.5,169.9,98.5,14.4,191.3,250.4,35.5,0
161.1,105.9,16.2,247.5,155.1,33.5,246.3,196.5,37.5,133.9,129.2,13.9,1
161.1,105.9,16.2,247.5,155.1,33.5,191.8,114.3,12.2,242.2,131.7,23.5,1
161.1,105.9,16.2,247.5,155.1,33.5,235.5,89.8,14.8,242.1,166.4,35.0,0
161.1,105.9,16.2,247.5,155.1,33.5,153.5,164.5,18.2,252.4,175.4,36.4,1
161.1,105.9,16.2,247.5,155.1,33.5,264.8,186.1,36.1,176.0,169.9,26.1,1
161.1,105.9,16.2,247.5,155.1,33.5,215.9,103.5,23.3,229.1,126.2,22.3,1
161.1,105.9,16.2,247.5,155.1,33.5,193.8,134.9,23.0,306.1,130.4,31.5,1
199.3,68.5,10.7,215.1,198.3,31.2,237.6,200.7,32.1,172.3,126.0,17.1,1
199.3,68.5,10.7,215.1,198.3,31.2,153.5,164.5,18.2,252.4,175.4,36.4,1
199.3,68.5,10.7,215.1,198.3,31.2,193.3,149.1,22.7,229.1,131.0,23.9,1
199.3,68.5,10.7,215.1,198.3,31.2,227.9,153.2,25.0,232.9,157.0,24.2,0
199.3,68.5,10.7,215.1,198.3,31.2,178.5,143.5,18.9,127.4,252.4,24.6,1
199.3,68.5,10.7,215.1,198.3,31.2,188.5,129.8,19.9,226.0,152.4,25.5,1
199.3,68.5,10.7,215.1,198.3,31.2,196.9,109.6,16.2,213.5,213.7,32.7,1
199.3,68.5,10.7,215.1,198.3,31.2,192.3,129.2,20.2,260.7,159.0,32.1,1
169.9,98.5,14.4,191.3,250.4,35.5,161.1,105.9,16.2,247.5,155.1,33.5,1
169.9,98.5,14.4,191.3,250.4,35.5,203.5,148.1,24.8,122.6,162.1,15.2,1
169.9,98.5,14.4,191.3,250.4,35.5,215.9,103.5,23.3,229.1,126.2,22.3,1
169.9,98.5,14.4,191.3,250.4,35.5,126.2,91.2,10.5,248.3,282.1,49.4,0
169.9,98.5,14.4,191.3,250.4,35.5,191.8,114.3,12.2,242.2,131.7,23.5,1
169.9,98.5,14.4,191.3,250.4,35.5,210.0,184.7,27.8,222.8,205.0,28.4,1
176.3,123.8,21.0,247.1,184.7,35.9,210.0,184.7,27.8,222.8,205.0,28.4,1
176.3,123.8,21.0,247.1,184.7,35.9,246.3,196.5,37.5,133.9,129.2,13.9,1
176.3,123.8,21.0,247.1,184.7,35.9,264.8,186.1,36.1,176.0,169.9,26.1,1
176.3,123.8,21.0,247.1,184.7,35.9,235.5,89.8,14.8,242.1,166.4,35.0,1
176.3,123.8,21.0,247.1,184.7,35.9,191.8,114.3,12.2,242.2,131.7,23.5,0
176.3,123.8,21.0,247.1,184.7,35.9,203.5,148.1,24.8,122.6,162.1,15.2,1
193.0,110.5,14.2,292.3,124.2,32.4,178.5,143.5,18.9,127.4,252.4,24.6,1
193.0,110.5,14.2,292.3,124.2,32.4,193.3,149.1,22.7,229.1,131.0,23.9,1
193.0,110.5,14.2,292.3,124.2,32.4,196.9,109.6,16.2,213.5,213.7,32.7,1
193.0,110.5,14.2,292.3,124.2,32.4,232.7,129.3,23.5,386.8,174.3,48.5,0
193.0,110.5,14.2,292.3,124.2,32.4,227.9,153.2,25.0,232.9,157.0,24.2,1
193.0,110.5,14.2,292.3,124.2,32.4,237.6,200.7,32.1,172.3,126.0,17.1,1
193.0,110.5,14.2,292.3,124.2,32.4,188.5,129.8,19.9,226.0,152.4,25.5,1
191.8,114.3,12.2,242.2,131.7,23.5,246.3,196.5,37.5,133.9,129.2,13.9,1
191.8,114.3,12.2,242.2,131.7,23.5,243.9,125.0,25.2,330.5,148.5,35.6,1
191.8,114.3,12.2,242.2,131.7,23.5,161.1,105.9,16.2,247.5,155.1,33.5,0
191.8,114.3,12.2,242.2,131.7,23.5,235.5,89.8,14.8,242.1,166.4,35.0,0
191.8,114.3,12.2,242.2,131.7,23.5,203.5,148.1,24.8,122.6,162.1,15.2,1
191.8,114.3,12.2,242.2,131.7,23.5,169.9,98.5,14.4,191.3,250.4,35.5,0
191.8,114.3,12.2,242.2,131.7,23.5,176.3,123.8,21.0,247.1,184.7,35.9,1
196.9,109.6,16.2,213.5,213.7,32.7,192.3,129.2,20.2,260.7,159.0,32.1,1
196.9,109.6,16.2,213.5,213.7,32.7,193.0,110.5,14.2,292.3,124.2,32.4,0
196.9,109.6,16.2,213.5,213.7,32.7,233.2,228.5,38.0,203.5,145.5,22.1,1
196.9,109.6,16.2,213.5,213.7,32.7,232.7,129.3,23.5,386.8,174.3,48.5,0
196.9,109.6,16.2,213.5,213.7,32.7,293.7,132.0,27.0,189.4,261.5,27.2,1
196.9,109.6,16.2,213.5,213.7,32.7,199.3,68.5,10.7,215.1,198.3,31.2,0
184.4,130.9,16.2,344.3,168.9,48.5,227.9,153.2,25.0,232.9,157.0,24.2,1
184.4,130.9,16.2,344.3,168.9,48.5,293.7,132.0,27.0,189.4,261.5,27.2,1
184.4,130.9,16.2,344.3,168.9,48.5,192.3,129.2,20.2,260.7,159.0,32.1,1
184.4,130.9,16.2,344.3,168.9,48.5,193.3,149.1,22.7,229.1,131.0,23.9,1
184.4,130.9,16.2,344.3,168.9,48.5,233.2,228.5,38.0,203.5,145.5,22.1,1
184.4,130.9,16.2,344.3,168.9,48.5,232.7,129.3,23.5,386.8,174.3,48.5,0
153.5,164.5,18.2,252.4,175.4,36.4,256.3,183.2,32.8,238.8,214.5,34.5,1
153.5,164.5,18.2,252.4,175.4,36.4,199.3,68.5,10.7,215.1,198.3,31.2,0
153.5,164.5,18.2,252.4,175.4,36.4,204.4,118.8,22.9,257.4,123.6,33.2,1
153.5,164.5,18.2,252.4,175.4,36.4,248.9,166.3,27.8,335.9,126.3,33.2,1
153.5,164.5,18.2,252.4,175.4,36.4,161.1,105.9,16.2,247.5,155.1,33.5,0
153.5,164.5,18.2,252.4,175.4,36.4,229.8,118.1,22.3,208.8,172.5,30.8,1
153.5,164.5,18.2,252.4,175.4,36.4,202.5,188.1,30.3,181.5,152.1,25.3,1
153.5,164.5,18.2,252.4,175.4,36.4,297.5,190.7,32.8,188.9,268.2,31.4,1
188.5,129.8,19.9,226.0,152.4,25.5,248.6,160.0,29.9,256.9,72.1,20.6,1
188.5,129.8,19.9,226.0,152.4,25.5,227.9,153.2,25.0,232.9,157.0,24.2,1
188.5,129.8,19.9,226.0,152.4,25.5,293.7,132.0,27.0,189.4,261.5,27.2,1
188.5,129.8,19.9,226.0,152.4,25.5,237.6,200.7,32.1,172.3,126.0,17.1,0
188.5,129.8,19.9,226.0,152.4,25.5,178.5,143.5,18.9,127.4,252.4,24.6,0
188.5,129.8,19.9,226.0,152.4,25.5,199.3,68.5,10.7,215.1,198.3,31.2,0
188.5,129.8,19.9,226.0,152.4,25.5,193.0,110.5,14.2,292.3,124.2,32.4,0
188.5,129.8,19.9,226.0,152.4,25.5,193.3,149.1,22.7,229.1,131.0,23.9,0
192.3,129.2,20.2,260.7,159.0,32.1,128.5,109.7,10.7,282.5,260.5,45.9,0
192.3,129.2,20.2,260.7,159.0,32.1,196.9,109.6,16.2,213.5,213.7,32.7,0
192.3,129.2,20.2,260.7,159.0,32.1,184.4,130.9,16.2,344.3,168.9,48.5,0
192.3,129.2,20.2,260.7,159.0,32.1,293.7,132.0,27.0,189.4,261.5,27.2,1
192.3,129.2,20.2,260.7,159.0,32.1,227.9,153.2,25.0,232.9,157.0,24.2,1
192.3,129.2,20.2,260.7,159.0,32.1,199.3,68.5,10.7,215.1,198.3,31.2,0
178.5,143.5,18.9,127.4,252.4,24.6,193.0,110.5,14.2,292.3,124.2,32.4,0
178.5,143.5,18.9,127.4,252.4,24.6,227.9,153.2,25.0,232.9,157.0,24.2,0
178.5,143.5,18.9,127.4,252.4,24.6,233.2,228.5,38.0,203.5,145.5,22.1,1
178.5,143.5,18.9,127.4,252.4,24.6,199.3,68.5,10.7,215.1,198.3,31.2,0
178.5,143.5,18.9,127.4,252.4,24.6,188.5,129.8,19.9,226.0,152.4,25.5,1
178.5,143.5,18.9,127.4,252.4,24.6,193.3,149.1,22.7,229.1,131.0,23.9,0
178.5,143.5,18.9,127.4,252.4,24.6,237.6,200.7,32.1,172.3,126.0,17.1,1
204.4,118.8,22.9,257.4,123.6,33.2,273.8,159.4,27.5,277.5,139.6,30.2,1
204.4,118.8,22.9,257.4,123.6,33.2,153.5,164.5,18.2,252.4,175.4,36.4,0
204.4,118.8,22.9,257.4,123.6,33.2,201.7,107.7,20.2,265.9,123.9,28.8,0
204.4,118.8,22.9,257.4,123.6,33.2,202.5,188.1,30.3,181.5,152.1,25.3,1
204.4,118.8,22.9,257.4,123.6,33.2,256.3,183.2,32.8,238.8,214.5,34.5,0
204.4,118.8,22.9,257.4,123.6,33.2,239.5,150.5,25.9,270.9,184.4,30.4,1
204.4,118.8,22.9,257.4,123.6,33.2,201.0,214.9,30.6,142.5,157.3,17.5,1
235.5,89.8,14.8,242.1,166.4,35.0,264.8,186.1,36.1,176.0,169.9,26.1,1
235.5,89.8,14.8,242.1,166.4,35.0,191.8,114.3,12.2,242.2,131.7,23.5,1
235.5,89.8,14.8,242.1,166.4,35.0,161.1,105.9,16.2,247.5,155.1,33.5,1
235.5,89.8,14.8,242.1,166.4,35.0,215.9,103.5,23.3,229.1,126.2,22.3,1
235.5,89.8,14.8,242.1,166.4,35.0,176.3,123.8,21.0,247.1,184.7,35.9,0
235.5,89.8,14.8,242.1,166.4,35.0,193.8,134.9,23.0,306.1,130.4,31.5,1
235.5,89.8,14.8,242.1,166.4,35.0,126.2,91.2,10.5,248.3,282.1,49.4,0
223.6,103.3,16.3,282.7,177.5,36.9,281.7,147.2,28.5,260.5,104.4,21.5,1
223.6,103.3,16.3,282.7,177.5,36.9,299.5,148.7,30.6,245.5,158.5,24.3,1
223.6,103.3,16.3,282.7,177.5,36.9,217.5,139.5,21.1,245.2,155.1,31.5,1
223.6,103.3,16.3,282.7,177.5,36.9,290.6,176.5,31.5,456.7,76.3,41.5,1
223.6,103.3,16.3,282.7,177.5,36.9,248.9,166.3,27.8,335.9,126.3,33.2,1
223.6,103.3,16.3,282.7,177.5,36.9,306.7,176.8,36.8,269.5,175.7,28.1,1
223.6,103.3,16.3,282.7,177.5,36.9,273.9,113.4,23.9,266.9,116.5,25.3,0
193.8,134.9,23.0,306.1,130.4,31.5,126.2,91.2,10.5,248.3,282.1,49.4,0
193.8,134.9,23.0,306.1,130.4,31.5,215.9,103.5,23.3,229.1,126.2,22.3,0
193.8,134.9,23.0,306.1,130.4,31.5,246.3,196.5,37.5,133.9,129.2,13.9,1
193.8,134.9,23.0,306.1,130.4,31.5,264.8,186.1,36.1,176.0,169.9,26.1,1
193.8,134.9,23.0,306.1,130.4,31.5,210.0,184.7,27.8,222.8,205.0,28.4,1
193.8,134.9,23.0,306.1,130.4,31.5,203.5,148.1,24.8,122.6,162.1,15.2,1
193.8,134.9,23.0,306.1,130.4,31.5,235.5,89.8,14.8,242.1,166.4,35.0,0
193.8,134.9,23.0,306.1,130.4,31.5,161.1,105.9,16.2,247.5,155.1,33.5,0
194.9,141.3,25.5,316.8,257.9,45.3,318.1,142.2,35.4,247.5,158.5,27.5,1
194.9,141.3,25.5,316.8,257.9,45.3,304.2,164.4,28.6,317.9,156.7,31.1,1
194.9,141.3,25.5,316.8,257.9,45.3,250.1,222.2,33.8,241.7,144.4,25.1,1
194.9,141.3,25.5,316.8,257.9,45.3,248.6,160.0,29.9,256.9,72.1,20.6,1
194.9,141.3,25.5,316.8,257.9,45.3,214.1,161.5,21.9,197.4,185.2,31.0,0
194.9,141.3,25.5,316.8,257.9,45.3,243.9,125.0,25.2,330.5,148.5,35.6,1
194.9,141.3,25.5,316.8,257.9,45.3,217.3,142.1,19.5,260.4,179.1,33.9,1
194.9,141.3,25.5,316.8,257.9,45.3,203.5,141.9,27.0,209.1,208.6,31.5,1
193.3,149.1,22.7,229.1,131.0,23.9,206.6,189.0,25.5,280.8,159.9,30.3,0
193.3,149.1,22.7,229.1,131.0,23.9,193.0,110.5,14.2,292.3,124.2,32.4,0
193.3,149.1,22.7,229.1,131.0,23.9,199.3,68.5,10.7,215.1,198.3,31.2,0
193.3,149.1,22.7,229.1,131.0,23.9,184.4,130.9,16.2,344.3,168.9,48.5,0
193.3,149.1,22.7,229.1,131.0,23.9,227.9,153.2,25.0,232.9,157.0,24.2,1
193.3,149.1,22.7,229.1,131.0,23.9,178.5,143.5,18.9,127.4,252.4,24.6,1
193.3,149.1,22.7,229.1,131.0,23.9,188.5,129.8,19.9,226.0,152.4,25.5,1
203.5,141.9,27.0,209.1,208.6,31.5,250.1,222.2,33.8,241.7,144.4,25.1,1
203.5,141.9,27.0,209.1,208.6,31.5,243.9,125.0,25.2,330.5,148.5,35.6,0
203.5,141.9,27.0,209.1,208.6,31.5,214.1,161.5,21.9,197.4,185.2,31.0,0
203.5,141.9,27.0,209.1,208.6,31.5,298.0,146.1,29.4,291.5,163.8,33.7,1
203.5,141.9,27.0,209.1,208.6,31.5,276.2,139.0,26.4,229.5,246.1,35.0,0
203.5,141.9,27.0,209.1,208.6,31.5,217.3,142.1,19.5,260.4,179.1,33.9,0
203.5,141.9,27.0,209.1,208.6,31.5,304.2,164.4,28.6,317.9,156.7,31.1,1
203.5,141.9,27.0,209.1,208.6,31.5,194.9,141.3,25.5,316.8,257.9,45.3,0
229.8,118.1,22.3,208.8,172.5,30.8,297.5,190.7,32.8,188.9,268.2,31.4,0
229.8,118.1,22.3,208.8,172.5,30.8,202.5,188.1,30.3,181.5,152.1,25.3,0
229.8,118.1,22.3,208.8,172.5,30.8,201.7,107.7,20.2,265.9,123.9,28.8,1
229.8,118.1,22.3,208.8,172.5,30.8,239.5,150.5,25.9,270.9,184.4,30.4,1
229.8,118.1,22.3,208.8,172.5,30.8,153.5,164.5,18.2,252.4,175.4,36.4,0
229.8,118.1,22.3,208.8,172.5,30.8,245.9,161.0,28.4,286.5,177.9,33.0,1
229.8,118.1,22.3,208.8,172.5,30.8,201.0,214.9,30.6,142.5,157.3,17.5,1
203.5,148.1,24.8,122.6,162.1,15.2,281.7,147.2,28.5,260.5,104.4,21.5,0
203.5,148.1,24.8,122.6,162.1,15.2,215.9,103.5,23.3,229.1,126.2,22.3,0
203.5,148.1,24.8,122.6,162.1,15.2,169.9,98.5,14.4,191.3,250.4,35.5,0
203.5,148.1,24.8,122.6,162.1,15.2,210.0,184.7,27.8,222.8,205.0,28.4,0
203.5,148.1,24.8,122.6,162.1,15.2,126.2,91.2,10.5,248.3,282.1,49.4,0
203.5,148.1,24.8,122.6,162.1,15.2,191.8,114.3,12.2,242.2,131.7,23.5,0
203.5,148.1,24.8,122.6,162.1,15.2,193.8,134.9,23.0,306.1,130.4,31.5,0
203.5,148.1,24.8,122.6,162.1,15.2,176.3,123.8,21.0,247.1,184.7,35.9,0
217.5,139.5,21.1,245.2,155.1,31.5,206.6,189.0,25.5,280.8,159.9,30.3,1
217.5,139.5,21.1,245.2,155.1,31.5,248.9,166.3,27.8,335.9,126.3,33.2,1
217.5,139.5,21.1,245.2,155.1,31.5,281.7,147.2,28.5,260.5,104.4,21.5,0
217.5,139.5,21.1,245.2,155.1,31.5,306.7,176.8,36.8,269.5,175.7,28.1,1
217.5,139.5,21.1,245.2,155.1,31.5,223.6,103.3,16.3,282.7,177.5,36.9,0
217.5,139.5,21.1,245.2,155.1,31.5,187.9,55.9,10.9,245.7,215.3,34.7,0
217.5,139.5,21.1,245.2,155.1,31.5,285.5,167.5,33.3,256.2,158.5,33.1,1
217.5,139.5,21.1,245.2,155.1,31.5,299.5,148.7,30.6,245.5,158.5,24.3,0
217.3,142.1,19.5,260.4,179.1,33.9,243.9,125.0,25.2,330.5,148.5,35.6,1
217.3,142.1,19.5,260.4,179.1,33.9,214.1,161.5,21.9,197.4,185.2,31.0,1
217.3,142.1,19.5,260.4,179.1,33.9,304.2,164.4,28.6,317.9,156.7,31.1,1
217.3,142.1,19.5,260.4,179.1,33.9,276.2,139.0,26.4,229.5,246.1,35.0,1
217.3,142.1,19.5,260.4,179.1,33.9,248.6,160.0,29.9,256.9,72.1,20.6,1
217.3,142.1,19.5,260.4,179.1,33.9,203.5,141.9,27.0,209.1,208.6,31.5,1
217.3,142.1,19.5,260.4,179.1,33.9,194.9,141.3,25.5,316.8,257.9,45.3,0
217.3,142.1,19.5,260.4,179.1,33.9,298.0,146.1,29.4,291.5,163.8,33.7,1
232.7,129.3,23.5,386.8,174.3,48.5,298.0,146.1,29.4,291.5,163.8,33.7,1
232.7,129.3,23.5,386.8,174.3,48.5,237.6,200.7,32.1,172.3,126.0,17.1,1
232.7,129.3,23.5,386.8,174.3,48.5,193.0,110.5,14.2,292.3,124.2,32.4,1
232.7,129.3,23.5,386.8,174.3,48.5,196.9,109.6,16.2,213.5,213.7,32.7,1
232.7,129.3,23.5,386.8,174.3,48.5,184.4,130.9,16.2,344.3,168.9,48.5,1
232.7,129.3,23.5,386.8,174.3,48.5,293.7,132.0,27.0,189.4,261.5,27.2,1
232.7,129.3,23.5,386.8,174.3,48.5,233.2,228.5,38.0,203.5,145.5,22.1,1
243.9,125.0,25.2,330.5,148.5,35.6,191.8,114.3,12.2,242.2,131.7,23.5,0
243.9,125.0,25.2,330.5,148.5,35.6,217.3,142.1,19.5,260.4,179.1,33.9,0
243.9,125.0,25.2,330.5,148.5,35.6,203.5,141.9,27.0,209.1,208.6,31.5,1
243.9,125.0,25.2,330.5,148.5,35.6,248.6,160.0,29.9,256.9,72.1,20.6,1
243.9,125.0,25.2,330.5,148.5,35.6,304.2,164.4,28.6,317.9,156.7,31.1,1
243.9,125.0,25.2,330.5,148.5,35.6,276.2,139.0,26.4,229.5,246.1,35.0,0
243.9,125.0,25.2,330.5,148.5,35.6,194.9,141.3,25.5,316.8,257.9,45.3,0
243.9,125.0,25.2,330.5,148.5,35.6,298.0,146.1,29.4,291.5,163.8,33.7,1
243.9,125.0,25.2,330.5,148.5,35.6,250.1,222.2,33.8,241.7,144.4,25.1,1
214.1,161.5,21.9,197.4,185.2,31.0,276.2,139.0,26.4,229.5,246.1,35.0,0
214.1,161.5,21.9,197.4,185.2,31.0,217.3,142.1,19.5,260.4,179.1,33.9,0
214.1,161.5,21.9,197.4,185.2,31.0,203.5,141.9,27.0,209.1,208.6,31.5,1
214.1,161.5,21.9,197.4,185.2,31.0,194.9,141.3,25.5,316.8,257.9,45.3,1
214.1,161.5,21.9,197.4,185.2,31.0,250.1,222.2,33.8,241.7,144.4,25.1,1
214.1,161.5,21.9,197.4,185.2,31.0,298.0,146.1,29.4,291.5,163.8,33.7,0
214.1,161.5,21.9,197.4,185.2,31.0,248.6,160.0,29.9,256.9,72.1,20.6,0
214.1,161.5,21.9,197.4,185.2,31.0,304.2,164.4,28.6,317.9,156.7,31.1,1
238.7,140.1,29.1,235.6,152.9,23.2,248.6,160.0,29.9,256.9,72.1,20.6,0
238.7,140.1,29.1,235.6,152.9,23.2,273.8,159.4,27.5,277.5,139.6,30.2,0
238.7,140.1,29.1,235.6,152.9,23.2,248.1,206.2,30.7,238.7,151.6,27.3,1
238.7,140.1,29.1,235.6,152.9,23.2,297.5,190.7,32.8,188.9,268.2,31.4,0
238.7,140.1,29.1,235.6,152.9,23.2,245.9,161.0,28.4,286.5,177.9,33.0,0
238.7,140.1,29.1,235.6,152.9,23.2,128.5,109.7,10.7,282.5,260.5,45.9,0
238.7,140.1,29.1,235.6,152.9,23.2,256.3,183.2,32.8,238.8,214.5,34.5,0
